"address","snapshot_amount","current_amount","balance_changed","snapshot_block","snapshot_transaction"
"0x1f507be0f25fded2b4acf27c5b3467e61477c39b","556461931200000000","556461931200000000",FALSE,"18424559","0xc37d5efc4e5000ed5a8818a044b52645e133f62362b6bbf9091b1918d69e99e5"
"0x068308c1e42cb29bf0a7114a400d530c0eb59f7f","0","0",FALSE,"18408335","0xffe6d6b280ac135c1436a6e614300bb908cf8e88e490217485ff930f354f1e5a"
"0x10444014ba4831fa355bc57b2d30a383baa11285","0","0",FALSE,"18407229","0x4c6577cdece299b26c7837ce275c9b7b90987d8adfeb35108e899f5538768076"
"0x0b96940d7409fa9b5e5d86f03c4847ef5b97746b","0","0",FALSE,"18412119","0xab525e9a826b4646756531bd2d885d7bfeafbf45f92ec59b8bc3e0da1ad2a5c3"
"0x11c7e0f8e6e79c8b6b0d66075e19626a10f5893b","969570984281243981","969570984281243981",FALSE,"18378030","0x15e73818a86460f92df94892f5f7aeee1d385b7b098d1ba8ca00a686d987230c"
"0x000000d40b595b94918a28b27d1e2c66f43a51d3","0","0",FALSE,"18379004","0x6ad4cf703a3125adb4ca9e0097ffeff4ec792a5fddfdf3859437ee0e1348c996"
"0x28832696d28523a86cbabecc710ab23ed53af9de","0","0",FALSE,"18379179","0xb05c63006fdb709b692fab9fe10af738ba819e69b7487a27c9ab80a87a3038b4"
"0x2d2a7d56773ae7d5c7b9f1b57f7be05039447b4d","8420682334208","8420682334208",FALSE,"18378002","0xaa65e982631878c3eee335745c147d0c0dd8566c80db60f7dc6863a5e721929a"
"0x2ed2a4666313bfd405dd25124dc34f97f75cdcf1","0","0",FALSE,"18410441","0x59857c05db913645b86920373cbe03326f37ebcfe1f80c30b5cd234d3e007b3b"
"0x0909a8b7b748eb029a834b68cea25f54c2172b2c","0","0",FALSE,"18404519","0x2f6ba09e425e3ce3dccff1ec459c9b36a055a3ee43aeaca2f87f5f99d8906d0f"
"0x35c3e5acbe3f91ea607bcce22f73ed5db25f9dcf","0","0",FALSE,"18398408","0xfe834b04d09e954e3309713e559e330b7c8cfc03c50fe678517a73fff32fecc0"
"0x1d0a10e57bf6e0717623c5a36f555e4a5e5c021c","21726403192500000000","21726403192500000000",FALSE,"18389903","0xf1380aa84d82590bea9e3e5892983d15914a5be0c51ef32a46a769bd767d4b5a"
"0x452ec2edb15fb5401f84626b7f0825956190a7b4","0","0",FALSE,"18401686","0xec1a717fc42436aa3f516148e47477e9b8a20752241f436f36fafd8f0d309258"
"0x16903c64246562319d4610409adbb4e1e7ca53c0","0","0",FALSE,"18377621","0x90445dc1c486efb0fb42795f1bc9260402ee46babdcd7416c203895c474e24cd"
"0x1b0ad0554a151c350481852e02e9a76a171743b6","620782484200000000","620782484200000000",FALSE,"18397514","0xde9be8d0ff16dd4a53b5c030aa012e8dcdd6676221a53602340188fb29b9e558"
"0x474286d9200d5848d888040d3080b5de89832af9","0","0",FALSE,"18397108","0x2dc1430ef262977e3e4124410e80af4c36a1a9931d5d0fdcf9ef8c0c1342429e"
"0x43d35a4ca1400a4615a6a9b7a3e7cbb3c223a475","0","0",FALSE,"18377476","0x8b91e8687fbd6f544c4670cb2752cbd0afe00fb8a31cbbf6454ef35a95e31ec4"
"0x5590bbe1c513f9f5c3787eb80cccb8b13873bfe6","0","0",FALSE,"18412002","0x8a77b655bdf7fc238a27c431eb6af347dc88b06e3058a5e9f717acaca7fbf0f7"
"0x386df429db94e40f23cfba29c98273bf4ec4748f","0","0",FALSE,"18384950","0xabe24337ba15857edaf6c51f4dc2d2138d2d5eb3a96864ed13cee2e15bf8d98e"
"0x3204616a04e9478736e6fcc52dff27d43a037072","0","0",FALSE,"18397989","0x6aec26cb3e23b2dcfb568bf5a438893f0b20d9e85ceee043b945e6318989aced"
"0x14be78a7c2d3dcb89c7b36460232caf097195fb5","0","0",FALSE,"18399974","0xf8e5b2f7ae595385a5a4eeaae3b0248cd2cc599b0d170b764fa481a31acadc49"
"0x3b892dc004ab2c67e32728a3f5e045aa3ded74d4","333333333333333000000","333333333333333000000",FALSE,"18379271","0xaf301fb9fcb3c561f0ca6e45f4dd86c4b22fddca9a4a559b0806caf034c7e7b6"
"0x11c1e33ec1e48973acac8fe40b12f3034d594cc3","27740682698200000000","0",TRUE,"18405606","0x6e1d1ec8b8d51521faa730d297e268d2af27be0d411d5fb46edf34dad5a1a212"
"0x386cfc10f9e63411bf8fc4f30df65938659038c5","0","0",FALSE,"18384224","0xdf754db138c9dc2716a8739f56beb6acc94714e0fd9091a99d47840623cab3bc"
"0x3092adf3da46df094013282f73fbf638fc83b071","15813271069600000000","15813271069600000000",FALSE,"18386874","0xeaa84ea881228effdd16d1285c7dd4c076c58151fc7ac6f9aa3ba035a45717ea"
"0x4ff751eb0ab9568a058f89cdb5eca09ed5f5e04d","6478800000000","6478800000000",FALSE,"18422348","0x1944e0e4bac3ca81b469d1333cdf62309595530b3c70d709ac6a88272df90b12"
"0x4f87396466469fa08d5211f9d1766d29921bafeb","0","0",FALSE,"18397115","0x6bd817366dcf287f4b1bb6962d0a2bfc43eac2b2462a50a5b70f222c453801b4"
"0x349a34804f8740c3202baddec0216c66a40c02e5","962617267069800000000000","962617267069800000000000",FALSE,"18426751","0x062013a3b9b052cb4a6e37206a1560fc61d4d928df3021eb82183f9f1549640a"
"0x551d9262265f9de3b6b9a29ef13d412ee96e3dcb","0","0",FALSE,"18424869","0xc465f8662a205f2a0bd8bddde8e81c7be19e042ae4f90a37cc37a214600ade6d"
"0x12dbbcd4efc77633a83cb1d67251e3daa9268fe5","1","1",FALSE,"18378015","0xad0f3908f67916556beb085d3cb90ceb43cde7cc5a806e80531f17930e5f49eb"
"0x2f2dd99235cb728fc79af575f1325eaa270f0c99","0","0",FALSE,"18377583","0x175ce1fd0ac38e62d251d5847b5be92624dd41f9f1941a20437cdb92d293a21b"
"0x1bfb00d16514560bb95d4312fdd39553395077af","0","0",FALSE,"18425348","0xe5812bff562bf6919b7dbc44fe870f5a2736ab2e5f0b5fa4cb99eca2ad83ba49"
"0x314b2b276eaf8fecc2db6c604920060cccad2436","0","0",FALSE,"18403337","0x1fd8376fd803a6bcb991714487c9564aa203014e9346152c5189b19f08cbdc3e"
"0x5672dc0211d253d49664e7041a9c4dd83127e88d","0","0",FALSE,"18418774","0x99b33292ddfdc202cc530a3367daf5baeeb12288e4c2579983f3de4d5925008d"
"0x3cc89713a0b42572459c249a1e05b8efbf17fa38","243686766902233805","243686766902233805",FALSE,"18377573","0xc0e90c12343eec490d2164d230ab0c03fb04838ba6596813f9d21c4c553f452c"
"0x4c17137e659ae2b9715dbc7f9ef4b3ddcb6028d1","111022303400000000","111022303400000000",FALSE,"18397038","0x95e1550c411b268a5776817fee3b9b68d7ed8b991b6f48a461289eb81ee1cd7b"
"0x3857cec21d016b88471623d3a2861f69a19cfdd4","0","0",FALSE,"18405350","0x4e31d24afa2e6c4d3671fd0ea959c8ba399527475e982210ac9860a2b854c5fd"
"0x4513d1a68b966a6479bc0de4ce9c263cf41eb2a4","0","0",FALSE,"18397295","0x18732ed9919dcd83ca2f30133ae7b9a186961890c553810a05cf3ca38fed2383"
"0x40f7926a897190aa63845f0a5db00b51bf7f6ed9","14493173465199821","14493173465199821",FALSE,"18377446","0x7a7b7743c22eb23437f9d79fad27e0301175367fa3a4bc42874d39807ddf42c1"
"0x2ad85cdfe8e8ec064c3d10944039909b5e328499","0","0",FALSE,"18424789","0x855fa82bb5d81ae4541ea9c2fa371827c2774364f0115ce6282c7f48da8d0bab"
"0x4a702395817f2a51ed45b4f3ebe6bfb3bfe41c76","0","0",FALSE,"18396949","0x86c27a147823fac113072690b86acd1a8b850cf44d70e15fa8c1403be27693bf"
"0x3ffc0798104e28aaa7b8d4f05c6193035d2916e3","0","0",FALSE,"18405094","0x2937d03c12f4fb2d4e98f33d17cde9273689cd131a6c99f206f884b42fb765cd"
"0x3b2a6d7d01915866297ff31c675cd6379f2c7eb9","0","0",FALSE,"18399974","0x79ea0fcff7cb2b17b15774f1feb3a82fe57492154fef332a0e7d94ca349f9f54"
"0x4f27ee7ad5ef8d881f62511a36a245e99eaed800","0","0",FALSE,"18377616","0x6689738ce318189433829f534fbcdf9bda693d773a5a7528d379a281aa33df51"
"0x322054921d6fb2203f3c67471ba9d388f04663fc","0","0",FALSE,"18377659","0x81adc17e3c93dcc134c14f4e3036225877f91eee75cbadb3a5c264c340a89240"
"0x20c285e69e1747564376022303988aed8afe1a4e","0","0",FALSE,"18410899","0x2c1425269d5c6383807c3f4e7701b8fbd9baa36ae2e8d3bd38859f80673dbffc"
"0x4bc5d819715e7242a6a58a4903bc5a83cf66f9d8","0","0",FALSE,"18363872","0x35586c81bd3c25f3c42c002a8ee2225087eae8864f2087330a8f91e909dc3d20"
"0x322d04b00bd90d21e4ada3788136c62a928fef92","0","0",FALSE,"18378606","0x2dd37ff49e672ea225776e95da0821b6f12616a31b8ed921d444806ec603e4fb"
"0x4160cd4ccc47f6d4ef087e84f00ce2ea88fdef36","64","64",FALSE,"18377754","0x57f3762fb38020f99d53abe39b07ef6573c1213ec6e073f06fd4a98e026fec35"
"0x41d2cbeb28ef1a2469af32c5ab71b09034e76828","0","0",FALSE,"18396599","0x6a86e9cc9a28200e72f4ee3f01d85d1f423a9da01e38fd3100f86c29af8907fe"
"0x505171831539ee01daa10efc8bda64bbb65c59e0","729543771636692055142","729543771636692055142",FALSE,"18380218","0xae565cc16d2ac1e95e797258065af3951e33384a30e7cda610370433d1a3cdf3"
"0x599e4f6a0b24af263b212fb731b733309a201c28","0","0",FALSE,"18414409","0xbf2ab33d950ee701626a6e9e0599050f606b200271bb46783e6b17460e741e57"
"0x60c09abb810ad90f106eca7e3b18f3c67e5bbd35","10000000000000000000","10000000000000000000",FALSE,"18384760","0x685544acd361d34cde0c8273fd4ddf5f1ae312ae860e82a817c47bb06c6f6efd"
"0x20011fa1a83bba9c8357f852ec667d8439a7da4a","0","0",FALSE,"18426740","0x29133f86369ef04408af6ab8fcbb0119105b9769a0a065ecfc8e55e2004d2674"
"0x3c3d8f262c643dae945b24a81614f7395c4a524b","0","0",FALSE,"18384974","0xc16170d023b942def83bd2ea15fc2a3fe3bc411334e042ce9f758aa91b73e237"
"0x39f259091fac72586f26944a6b547bb1c46202ca","0","0",FALSE,"18418789","0xfb8ab6bb7d6159b43f3a669ef895ba17e1a5502324c507452dc92269c2a8895e"
"0x133a7e95426165aad09b73fe780c10f364b374e0","12129590848400000000","12129590848400000000",FALSE,"18398655","0x49d19b1e5c5828aadb54212a46e19f0811fca59fd0a9adcf191bab1ff60d45f4"
"0x55a87a4963deccf9d63c2c30865b07584147ea84","0","0",FALSE,"18403929","0xf6131050a54b302b964e4f58a3c56b655d3ac4356da74cb7c807c5524a5c9f30"
"0x1b47539ad5ae28d095c9521f8ff8a66a17f184ab","18918391787200000000","18918391787200000000",FALSE,"18424708","0x58fb9dfe5a1e37f0b1655d68ddf45f4555fb689ca0184bc3279d04483a26d898"
"0x4bb10f409fe98361fc7d447d45be3163cec7f7c2","0","0",FALSE,"18398302","0xa0289aed3abcd30ab7c4034225867c02af73da202f35a81f993e0f24a5fa7df8"
"0x1d22bde3c34d88d6203c2fd8f4c7da26e6b8adfb","0","0",FALSE,"18399989","0x6b1e0b86399c371e5e1530a6a75387bad9f7da346a120ea4a8aacd417ce033fe"
"0x2e34ba3c023b407fb5df567de27011227d4d92c2","0","0",FALSE,"18377682","0xa015091727bb9510f24f7c7e1f79ad5bff128fbd77ab74ca57d4982cdc2e6354"
"0x15fd027a2488ef14da9ec9f8cbbff2cf2491620a","0","0",FALSE,"18421766","0xecbd15ca102169e5745db84885e251d67be747d583b87e6412024ed3a0755d0c"
"0x2ca8f768e6758cf495fe5b818d475a98bcdfe845","75712654510264312","75712654510264312",FALSE,"18377440","0x173d4d72d64eab848cfe08965717916a8f0c762e9d7527e321f5b4b091d236f2"
"0x60ce371adcd3b8eeaaf1dc983e871d26c677c741","0","0",FALSE,"18397017","0x553d8a5a4cca93057abe45adc8ff69fcaa8969fdab7e1d0808a0f95ebfd69b19"
"0x46ea5ecbc0296f63ee2d61b3754d81863745c76f","0","0",FALSE,"18385610","0x185ca2001e3ffbd00994b9b81bb96163b176156ef372e1c28f7cacb88b3eccce"
"0x2a8695cd471189f9222061d6cc078c86246dc61d","1000000000000000000000","1000000000000000000000",FALSE,"18378554","0x382506295aedeaf7f285b07e75dd0b7e33265fef2f7b5d74b9a22e77f7235737"
"0x4962650d87b6fd517f73e45c925041733df18522","0","0",FALSE,"18405076","0xb39f4db95bff7fbff8d4b3c008463d8dd461cd6ab50b676820683273741bd7c3"
"0x1bf555e99b9056e75f5752ebf6593c4929bf5d50","50319630370297546897","50319630370297546897",FALSE,"18377617","0x273bfcebfb6548a88e11d2759839be0199b9a8864dc586c0c7131425adfb5660"
"0x52e5cab0ede7303c3de191ed04e2d22766df31d0","0","0",FALSE,"18411271","0xea9762de050fa54e1b3040d4f1a1fa713abb511a424a2f803180f89d3a596cf6"
"0x4c6b8b397e7657b6b0a905853ebe6af2dc8ee314","47573829294200000000","47573829294200000000",FALSE,"18408722","0x9f61ec684a5a38767003fc8b1af4bfe155c568ffde2fb681fc38279599e277b9"
"0x50f9bde1c76bba997a5d6e7fefff695ec8536194","0","0",FALSE,"18377560","0xfa03c45040869427ae8d2710776eb813f2605ec5294d56505ea1dcc503ebb142"
"0x469132c0391ed5a39b00bd43c46228fc95391224","0","0",FALSE,"18393090","0x1f147a996f7eabfa88123d6ddd7ecb23e6766904eac12fec651de4580434496f"
"0x535ab693cd9bb4a915ffe61251cca440b8cca5e2","0","0",FALSE,"18395629","0x18760a12a0212d869ef9031dfb49fbe9dd306485d1d87272742803ee3203179e"
"0x2e05d8d2e4b8ea5b0a5b19d87a218ba150400a5d","0","0",FALSE,"18394894","0xab52574f94dc6ddb8dee49eb36cfd3a26c73b284a74b0b48fd8d156a2f8b65f2"
"0x2a76545c819e22861169589201c807380648fe3a","0","0",FALSE,"18377607","0xd028fe28a19646c5acb00172f56038719f707a96e00454a2b2f1718f074c6dac"
"0x50042ac52ae6143cacc0f900f5959c4b69ef1963","0","0",FALSE,"18377979","0x7cee63d69d246a79b4e9876e098ab74fc6ff80ec90d3a8228bb37df63458e8d0"
"0x3585ce928de55c1f74e81cc94495f44b6e410128","0","0",FALSE,"18425953","0xc3bffde23807fe3967dd2e2cf91dc132001f0a0d97e5c9ea66c6b57cf2ba27bd"
"0x1fb9cde5829a4f441776fa462169db09346619f9","0","0",FALSE,"18385869","0x3a97acc246893b621adf80bb1ebfd5b5dceecb0cd8b7289e94b138657d13f4a5"
"0x4246c99a8ac9859f4c6695e8a16916b8aa162afc","0","0",FALSE,"18384952","0xeeb008799ce788fa0b030308cd1b02687963f20c2be0976a1ed93961aac0ae66"
"0x36c6028ca0c84310c8208f53c22a6e40dd9aed7c","0","0",FALSE,"18406973","0x333ae369243e3058e35b49e13cb0a160af65b4233ac63659f724209cbd4ae173"
"0x4a23749d6407aa9fa54fff38d1f5c792d46c781b","5444035204940158317","5444035204940158317",FALSE,"18377693","0x0799f0d3ffc0263c8fb4272eb8624e0a938bd64bc3888de4f5b39c2b76f9ff11"
"0x7449b0b1f6aa3fd6343544e30c496c150454afaf","0","0",FALSE,"18378184","0xa9f59fe098ad24471ec4856f7c5913eb18e8c25c76151ecba0da26f2a7f638bb"
"0x2b906fc1f39d161cdc14a8fd4480d3abf0cc1bb2","0","0",FALSE,"18377622","0x3c0ded83cae71c85065399e65e56f57de2e79c5b16962e9f0e7425bb9764def7"
"0x493409704ec5e2ed28fdad4f48638532228ac693","47861452443400000000","47861452443400000000",FALSE,"18424760","0x24bd5ca23d9af519b2915a41bcd9bb4e93c4e454a65c8d2a8b25f45391b61a98"
"0x63e644672f19abb159ae3476017ed8e3747655ce","0","0",FALSE,"18403694","0xe63e61381a115c73b2867677f1c33356d41def016d2f94abe5175e09fafb3702"
"0x23d31a5750cb33effc81a67df4b34d98d4ec4d68","8086727399493376","8086727399493376",FALSE,"18410243","0x7bbb4bf9517a3efa50c4b9777472cc16d46cadbe22db3d221b7688146caacff8"
"0x2d46c06f048a8a34b92dfe61ce8fe696eee6d31b","0","0",FALSE,"18401056","0x313cd0972b97417ec10a013e0ee92c86cd68a916af62a8997343aaae359ba41f"
"0x61604b9c4c438908cfcbccc71140a422fd04aa03","0","0",FALSE,"18399194","0xa5fe4eefcc16655cc5c7b0311cd17b481ac1b7abc22e66848aff867301410ad2"
"0x67841533da735fe0c0878ac9b9feef6da941f98f","0","0",FALSE,"18420534","0x74d23822f37fabd19812847dcb4b1c0a78e50dad1358effa83de23adb0c8aee1"
"0x1796bb001f20fcbfd49b6f94a9f49d9bafeaf214","0","0",FALSE,"18394910","0xbfb1a631348761883f21b7800f37ec4a7ac1d89ab6c3e95a76be38337df1caa3"
"0x67b5963930e72ad3f8a3ff02771994f92a42e777","0","0",FALSE,"18377781","0xe0470275dea6a451c3d6196a962708dd88c41665097c155d2491aef02bf65ec4"
"0x392add568c8c910d480d549e69cd86630942c0e1","44370632303900000000","44370632303900000000",FALSE,"18403833","0x11c7d3197424ce5b466b867792f5b2a07ac6644d81387763d71bb197aca32344"
"0x1e2d6f7995700d679122af822eb66c687dd589b9","0","0",FALSE,"18399083","0xb5a38b795eb9306166e725091b097e2701be2bd0f1a3666098e6694473174ef9"
"0x486d1ec9c9c8c5648d7402f20ab43535f76e4a5c","6874995491931140170","6874995491931140170",FALSE,"18415307","0x7cc0ce33c768f8c0b78255fbfcbb6e7fd9025e66ebbacd866d1cfbeb46748277"
"0x2da4641d0a71dd76503b6d85282de7d8b246f5ce","0","0",FALSE,"18411599","0xe67b2ded36531f05cb630a6bd08041c67873a6825d199252e15eaa7cce437cc1"
"0x20e76b9e84e1f77e3b2280e7918d63ca2eda646f","518664544424600000000","518664544424600000000",FALSE,"18416802","0xb62c2728e561c2e26ce7011d5ee57cf9a537c3752e38555986f264886af52f55"
"0x63c27a0c81a89941d47e71dbc45fe9200786717e","29804086238151848521","29804086238151848521",FALSE,"18407711","0xca88d3d33ee79c28af97c9b45abd7d4709464323886b4deecfc0c546b40a49cd"
