0x7ce2e668f9136802a770273dcd423417e9ff3652,9729378351434270000000,1223,0x632EE7EE10C714883D9A083207e32952af420842,Qmc4L3VQkU3jTbQVaDXSRkpW4CunJM5UixQQpeHmte2GAS
0x9a362744b547748037bbc0529f3c0ae685e7d933,5848738769346170000000,1224,0x7DEaC24Ed680A751af3A6D51912daC62cF116a2d,Qmay1e74LWBWLFbmhnk6Zi7pKpYmLh2SXtjx3LAizuwGBi
0xd113c1e2c7e03340757f6c4ebdfa1fa8a5f95672,2824044243546040000000,1225,0xD665B0ea757f085689a3d34D953D81C48fc7E174,QmZfr9zmu4UQTzVFDC9Wv53xWYHokemUpJc2iTJBxQ2hkq
0xb7aac0c4d1632885adce6bb8d3da05578f5eeb89,50055012526743400000000,1226,0x5b19Ef7D55c5e17c3b2586f5138e7192E42193AD,QmTEjC1uydidpBHfcV2kwVSko9qm5ocNSz4H5dAuSpLRiL
0x675dd43f6edc0e0b1e1102588e83585a924f754e,1695000000000000000000,1227,0xBcCda4C22075Af4375BCFa6dAB565033DCFB5CB9,QmaCnMMGmTLq3YWgR2Cc3zRtdNZhsDTQZApSco4qJiTWED
0x3b5893cfde737818386f09aec818d4df44144b83,15221147732528100000000,1228,0xFc55E5a2F228bBa2Ead929259C2aCD3380dF075b,QmZsR8p7WSEBAN7ModjahKsDxtoXHEcXJB4YMvHpnhZQTD
0xf8cf9fd2a2e81c252dbea55e3d0dfa5314e1289a,18111649853057400000000,1229,0x84794BF3bE321D1493c0930A37ECed81Df1FCA7C,Qma4SmZFgy32wbwKgXQFpvurmHPG8dU5Yz9GVAAZy31zUx
0x48ecfd02c338e239a0edcbc393ad7bcf8e21a3ab,5654486172397750000000,1230,0xcc92A2d7fd7f32E0EA5F65f4B31AEA7f2d0b701e,QmR17LbXK6SAaZQGYhG9LceT7H8P1tzf9o4YbVyFhvoYwL
0x864a032fe1fc64998cc135808b13cb981e532ce5,1942107102570350000000,1231,0x739112a67Ee37187e2C1EeF0626E0E20B5F24d10,QmfUZED5kQYGAerfw7Wa3gzPJAqMcbZaVBNdeQodmf7FGU
0xc6d1e443a74374848b6fbfc5e6b892e41c1cb4f1,57490964800000000000000,1232,0x4144567808A38C1A241264Ecf85dd3Fe0CA08A3e,QmaBeEGmwHUbtUgMzeq4iDZQjMB3PoZYSB3a68eGzGJ3wx
0x59c1dc548ed9b7fc82e1b3ec23c038ea8f3ef47e,1109870614355870000000,1233,0x420543d6389F95413cBBf1a4d0192C5841692076,QmUDVhUNdaBafwS1utvqrqDEJXxiKz5RzoWh5oK1Y6dtgZ
0x2b565d4089a768696e9eae80234c2e59e477bd5e,1456224022322490000000,1234,0x88699b701C1a3E3219fCFBCE8E4Bc2c990Af66fF,QmZzcUfBxhPRQuzfFeoi2L23YBte6x8S3SxHFuQNZkhLzn
0x10fd42f02d1a3fe88b489346537f9da8f4ee66c6,529856803033474000000,1235,0x58464Ea0a83aF9ae14889aCA71e5c66585C3AF7a,QmWVzFMauhBS27oQm7wz7Uc7ekxnx9jwJtR5Yu123nXJYn
